Channel Id,Channel Url,Channel Title
UCOEykxFhALobv5CF-wYLnWw,http://www.youtube.com/channel/UCOEykxFhALobv5CF-wYLnWw,BUILD2
UCOIHBHRbvncMo7Bf0Vx1zEQ,http://www.youtube.com/channel/UCOIHBHRbvncMo7Bf0Vx1zEQ,DARPAtv
UCONd1SNf3_QqjzjCVsURNuA,http://www.youtube.com/channel/UCONd1SNf3_QqjzjCVsURNuA,AntsCanada
UCORX3Cl7ByidjEgzSCgv9Yw,http://www.youtube.com/channel/UCORX3Cl7ByidjEgzSCgv9Yw,Anastasi In Tech
UCOYWgypDktXdb-HfZnSMK6A,http://www.youtube.com/channel/UCOYWgypDktXdb-HfZnSMK6A,TomSka
UCOgYxEFQIVkmo4865ap0Zbw,http://www.youtube.com/channel/UCOgYxEFQIVkmo4865ap0Zbw,Foxcade
UCOvAmbi58MlSPs-Dj3b3D9A,http://www.youtube.com/channel/UCOvAmbi58MlSPs-Dj3b3D9A,Country Equipment Rentals
UCP1AejCL4DA7jYkZAELRhHQ,http://www.youtube.com/channel/UCP1AejCL4DA7jYkZAELRhHQ,World War Two
UCP5tjEmvPItGyLhmjdwP7Ww,http://www.youtube.com/channel/UCP5tjEmvPItGyLhmjdwP7Ww,RealLifeLore
UCP7jMXSY2xbc3KCAE0MHQ-A,http://www.youtube.com/channel/UCP7jMXSY2xbc3KCAE0MHQ-A,Google DeepMind
UCPCw5ycqW0fme1BdvNqOxbw,http://www.youtube.com/channel/UCPCw5ycqW0fme1BdvNqOxbw,ProjectAir
UCP_lo1MFyx5IXDeD9s_6nUw,http://www.youtube.com/channel/UCP_lo1MFyx5IXDeD9s_6nUw,Meta Developers
UCPohodp3R6KNmu-bEHGYbkQ,http://www.youtube.com/channel/UCPohodp3R6KNmu-bEHGYbkQ,DeepAR.ai
UCPzFLpOblZEaIx2lpym1l1A,http://www.youtube.com/channel/UCPzFLpOblZEaIx2lpym1l1A,Alex
UCPzFMJIsp2fOQ_ic5a_zXTA,http://www.youtube.com/channel/UCPzFMJIsp2fOQ_ic5a_zXTA,Copenhagen Suborbitals
UCQ9e0JHba7ApNz_-HL-p_6A,http://www.youtube.com/channel/UCQ9e0JHba7ApNz_-HL-p_6A,GREENPOWERSCIENCE
UCQHgH9K6zOvfRRcPRHmuMuA,http://www.youtube.com/channel/UCQHgH9K6zOvfRRcPRHmuMuA,نوادر الصعيد Arts Upper Egypt
UCQHsMwcGoH1ygyi-pJs5Z8A,http://www.youtube.com/channel/UCQHsMwcGoH1ygyi-pJs5Z8A,Frame of Essence
UCQMyhrt92_8XM0KgZH6VnRg,http://www.youtube.com/channel/UCQMyhrt92_8XM0KgZH6VnRg,Company Man
UCQYMhOMi_Cdj1CEAU-fv80A,http://www.youtube.com/channel/UCQYMhOMi_Cdj1CEAU-fv80A,Neso Academy
UCQbKe0RZ62u47TZ8vmKNnRA,http://www.youtube.com/channel/UCQbKe0RZ62u47TZ8vmKNnRA,RGV Aerial Photography
UCQc-C5nn-XHZDo63a9bjxWg,http://www.youtube.com/channel/UCQc-C5nn-XHZDo63a9bjxWg,Ayman Mahmoud
UCQjE37R-Y4DTq7kUWPO83Wg,http://www.youtube.com/channel/UCQjE37R-Y4DTq7kUWPO83Wg,ServiceNow Documentation
UCR1IuLEqb6UEA_zQ81kwXfg,http://www.youtube.com/channel/UCR1IuLEqb6UEA_zQ81kwXfg,Real Engineering
UCRD21KjJzJImeA05tTYOCJw,http://www.youtube.com/channel/UCRD21KjJzJImeA05tTYOCJw,Nolan’s Anthill Castings
UCREs0ConyCR2sEFf-DrLRMw,http://www.youtube.com/channel/UCREs0ConyCR2sEFf-DrLRMw,SF Bitcoin Developers
UCRcgy6GzDeccI7dkbbBna3Q,http://www.youtube.com/channel/UCRcgy6GzDeccI7dkbbBna3Q,LEMMiNO
UCRqNQqEW4nKlZ9A0Lpfxo6g,http://www.youtube.com/channel/UCRqNQqEW4nKlZ9A0Lpfxo6g,Spacex 3D Creation Eccentric
UCRzPUBhXUZHclB7B5bURFXw,http://www.youtube.com/channel/UCRzPUBhXUZHclB7B5bURFXw,Eater
UCS-unRLB5LMrvhi66k4bjig,http://www.youtube.com/channel/UCS-unRLB5LMrvhi66k4bjig,JTheory
UCS0N5baNlQWJCUrhCEo8WlA,http://www.youtube.com/channel/UCS0N5baNlQWJCUrhCEo8WlA,Ben Eater
UCSHZKyawb77ixDdsGog4iWA,http://www.youtube.com/channel/UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UCSIvk78tK2TiviLQn4fSHaw,http://www.youtube.com/channel/UCSIvk78tK2TiviLQn4fSHaw,Up and Atom
UCSJbGtTlrDami-tDGPUV9-w,http://www.youtube.com/channel/UCSJbGtTlrDami-tDGPUV9-w,Academind
UCSPLhwvj0gBufjDRzSQb3GQ,http://www.youtube.com/channel/UCSPLhwvj0gBufjDRzSQb3GQ,BobbyBroccoli
UCSQpzlNDZOUR3LAaGWNMovw,http://www.youtube.com/channel/UCSQpzlNDZOUR3LAaGWNMovw,Horea Porutiu
UCSUu1lih2RifWkKtDOJdsBA,http://www.youtube.com/channel/UCSUu1lih2RifWkKtDOJdsBA,NASASpaceflight
UCSaq5NekrOZKCB_DyS734jA,http://www.youtube.com/channel/UCSaq5NekrOZKCB_DyS734jA,Aya Habib - آية حبيب
UCSgmNJ8CpGJPwBotZrVigOA,http://www.youtube.com/channel/UCSgmNJ8CpGJPwBotZrVigOA,Friends of Oceano Dunes
UCSiQUQEfjUu9bniPu6TKylQ,http://www.youtube.com/channel/UCSiQUQEfjUu9bniPu6TKylQ,Satoshi Pollen (IamSatoshi Documentary)
UCSksodwjNeOQ3Oywr1G4Nag,http://www.youtube.com/channel/UCSksodwjNeOQ3Oywr1G4Nag,Engineezy
UCSq3p5NKEtyp5Rjd4ctiEbg,http://www.youtube.com/channel/UCSq3p5NKEtyp5Rjd4ctiEbg,Task & Purpose
UCT9jU2JZ6Yn_OgakTZDfjWg,http://www.youtube.com/channel/UCT9jU2JZ6Yn_OgakTZDfjWg,Mailchimp Open Commerce
UCTCTToV5woUMGWIjjT2Biyg,http://www.youtube.com/channel/UCTCTToV5woUMGWIjjT2Biyg,Marwa & ذكريات من عمر فات
UCTdw38Cw6jcm0atBPA39a0Q,http://www.youtube.com/channel/UCTdw38Cw6jcm0atBPA39a0Q,NDC Conferences
UCTvYEid8tmg0jqGPDkehc_Q,http://www.youtube.com/channel/UCTvYEid8tmg0jqGPDkehc_Q,Preppy Kitchen
UCTvd5lUSLtTH8Qcd7Pl1nQg,http://www.youtube.com/channel/UCTvd5lUSLtTH8Qcd7Pl1nQg,Onshape
UCU0AWvnd3FSstJOpKWH320A,http://www.youtube.com/channel/UCU0AWvnd3FSstJOpKWH320A,T-Zero Systems
UCU7ONwrD57RXLUPcZ1WiSZw,http://www.youtube.com/channel/UCU7ONwrD57RXLUPcZ1WiSZw,Nayel Shafei
UCUFnGWHIQvybwmR7XDh7-9A,http://www.youtube.com/channel/UCUFnGWHIQvybwmR7XDh7-9A,Girl With The Dogs
UCUHW94eEFW7hkUMVaZz4eDg,http://www.youtube.com/channel/UCUHW94eEFW7hkUMVaZz4eDg,minutephysics
UCUIz7yBnnxc0OjwhzIHNfOQ,http://www.youtube.com/channel/UCUIz7yBnnxc0OjwhzIHNfOQ,LA Machines
UCUQo7nzH1sXVpzL92VesANw,http://www.youtube.com/channel/UCUQo7nzH1sXVpzL92VesANw,DIY Perks
UCURj_t8MSVNkal7OYxu_FgQ,http://www.youtube.com/channel/UCURj_t8MSVNkal7OYxu_FgQ,Philosophy Time
UCUaiGrBfRCaC6pL7ZnZjWbg,http://www.youtube.com/channel/UCUaiGrBfRCaC6pL7ZnZjWbg,JK Brickworks
UCUbDcUPed50Y_7KmfCXKohA,http://www.youtube.com/channel/UCUbDcUPed50Y_7KmfCXKohA,James Bruton
UCUdunfSS-4CyZsIhICtgr6A,http://www.youtube.com/channel/UCUdunfSS-4CyZsIhICtgr6A,Kris Temmerman
UCUujfNBK9uv3cIW-P5PX7vA,http://www.youtube.com/channel/UCUujfNBK9uv3cIW-P5PX7vA,Andrew Camarata
UCUutcqqhZpj1OTx3wLGMKWw,http://www.youtube.com/channel/UCUutcqqhZpj1OTx3wLGMKWw,Thea Ulrich
UCUyvQV2JsICeLZP4c_h40kA,http://www.youtube.com/channel/UCUyvQV2JsICeLZP4c_h40kA,Thomas Flight
UCUzGQrN-lyyc0BWTYoJM_Sg,http://www.youtube.com/channel/UCUzGQrN-lyyc0BWTYoJM_Sg,What's AI by Louis-François Bouchard
UCUzQJ3JBuQ9w-po4TXRJHiA,http://www.youtube.com/channel/UCUzQJ3JBuQ9w-po4TXRJHiA,jdh
UCVH8lH7ZLDUe_d9mZ3dlyYQ,http://www.youtube.com/channel/UCVH8lH7ZLDUe_d9mZ3dlyYQ,xplrd
UCVI8Mfisni3GaobL1e2JOIQ,http://www.youtube.com/channel/UCVI8Mfisni3GaobL1e2JOIQ,Inheritance Machining
UCVS89U86PwqzNkK2qYNbk5A,http://www.youtube.com/channel/UCVS89U86PwqzNkK2qYNbk5A,Allen Pan
UCVSHXNNBitaPd5lYz48--yg,http://www.youtube.com/channel/UCVSHXNNBitaPd5lYz48--yg,Tech Ingredients
UCVa0-RXHgGwPeueF9Qq9P7g,http://www.youtube.com/channel/UCVa0-RXHgGwPeueF9Qq9P7g,Minute Rockets
UCVpankR4HtoAVtYnFDUieYA,http://www.youtube.com/channel/UCVpankR4HtoAVtYnFDUieYA,Ze Frank
UCVveEFTOd6khhSXXnRhxJmg,http://www.youtube.com/channel/UCVveEFTOd6khhSXXnRhxJmg,Fireball Tool
UCW6MNdOsqv2E9AjQkv9we7A,http://www.youtube.com/channel/UCW6MNdOsqv2E9AjQkv9we7A,PwnFunction
UCW6TXMZ5Pq6yL6_k5NZ2e0Q,http://www.youtube.com/channel/UCW6TXMZ5Pq6yL6_k5NZ2e0Q,Socratica
UCW6xlqxSY3gGur4PkGPEUeA,http://www.youtube.com/channel/UCW6xlqxSY3gGur4PkGPEUeA,Seytonic
UCWFKCr40YwOZQx8FHU_ZqqQ,http://www.youtube.com/channel/UCWFKCr40YwOZQx8FHU_ZqqQ,JerryRigEverything
UCWGrYXs46kZX0cJh2yC7ORw,http://www.youtube.com/channel/UCWGrYXs46kZX0cJh2yC7ORw,Camden Bowen
UCWTFGPpNQ0Ms6afXhaWDiRw,http://www.youtube.com/channel/UCWTFGPpNQ0Ms6afXhaWDiRw,Now You See It
UCWUgZKDXw5Q-r1HL_jvCP-w,http://www.youtube.com/channel/UCWUgZKDXw5Q-r1HL_jvCP-w,Austin Shaner
UCWW6C71HUEN5iBuX8qq5xxw,http://www.youtube.com/channel/UCWW6C71HUEN5iBuX8qq5xxw,Alt Shift X Podcast
UCWYr9nwkynyYNLjQkZZ5p5g,http://www.youtube.com/channel/UCWYr9nwkynyYNLjQkZZ5p5g,Photo Owl Time Lapse
UCWZM2pSS9toJ5tWXPBk6jCA,http://www.youtube.com/channel/UCWZM2pSS9toJ5tWXPBk6jCA,Christopher Helmke
UCWj_rUMGYCP0DjffybE2nbg,http://www.youtube.com/channel/UCWj_rUMGYCP0DjffybE2nbg,Middle Eats
UCWv7vMbMWH4-V0ZXdmDpPBA,http://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,Programming with Mosh
UCWxiO_Br1awgEjy79VItspQ,http://www.youtube.com/channel/UCWxiO_Br1awgEjy79VItspQ,Ant Lab
UCX-wCnYqqzkSe_E40D7VZMg,http://www.youtube.com/channel/UCX-wCnYqqzkSe_E40D7VZMg,Jesse Muller
UCX3HDBasMU2qS3svgtuzD2g,http://www.youtube.com/channel/UCX3HDBasMU2qS3svgtuzD2g,Space News Pod
UCX6b17PVsYBQ0ip5gyeme-Q,http://www.youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q,CrashCourse
UCXAS_Ekkq0iFJ9dSUIkcAkw,http://www.youtube.com/channel/UCXAS_Ekkq0iFJ9dSUIkcAkw,The Efficient Engineer
UCXEMoXN_OzK_rScQKP8hYFg,http://www.youtube.com/channel/UCXEMoXN_OzK_rScQKP8hYFg,The Mosireen Collective
UCXIa1dlKtpeCEBHObZFQgsA,http://www.youtube.com/channel/UCXIa1dlKtpeCEBHObZFQgsA,Rabbit Hole Syndrome
UCXKjhxsfFQUqlNVQzLVnpEA,http://www.youtube.com/channel/UCXKjhxsfFQUqlNVQzLVnpEA,FiveThirtyEight
UCXLPiwE0SMfB4owoNf544bA,http://www.youtube.com/channel/UCXLPiwE0SMfB4owoNf544bA,Mada Masr
UCXLXIH3A94K1-bLNWCzVI9Q,http://www.youtube.com/channel/UCXLXIH3A94K1-bLNWCzVI9Q,The Engineering Science
UCXNXT2MxtKPhsBmhFWE6xsg,http://www.youtube.com/channel/UCXNXT2MxtKPhsBmhFWE6xsg,David Lightbringer
UCXNviQjBONXljxkJzNV-Xbw,http://www.youtube.com/channel/UCXNviQjBONXljxkJzNV-Xbw,The Robot Brains Podcast
UCXUPKJO5MZQN11PqgIvyuvQ,http://www.youtube.com/channel/UCXUPKJO5MZQN11PqgIvyuvQ,Andrej Karpathy
UCXX7AV8HDBCZXbKRHJYYODg,http://www.youtube.com/channel/UCXX7AV8HDBCZXbKRHJYYODg,Estefannie
UCXYQcMpUBT3aaQKfmAVJNow,http://www.youtube.com/channel/UCXYQcMpUBT3aaQKfmAVJNow,Slu4
UCXZCJLdBC09xxGZ6gcdrc6A,http://www.youtube.com/channel/UCXZCJLdBC09xxGZ6gcdrc6A,OpenAI
UCXjWweOkccNu1WeFPkXIBXw,http://www.youtube.com/channel/UCXjWweOkccNu1WeFPkXIBXw,Wokwi
UCXkh8pkvI0NbOZIU5pUyvKA,http://www.youtube.com/channel/UCXkh8pkvI0NbOZIU5pUyvKA,Stanley Creative
UCXmhk-YFo_c5luPzRqr7ViA,http://www.youtube.com/channel/UCXmhk-YFo_c5luPzRqr7ViA,The Future of Bitcoin
UCY0kJ-Z-811fqTddJ72w-WA,http://www.youtube.com/channel/UCY0kJ-Z-811fqTddJ72w-WA,Aaron Christophel
UCY1kMZp36IQSyNx_9h4mpCg,http://www.youtube.com/channel/UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober
UCY7biaci2s86YoL2gYfhU4Q,http://www.youtube.com/channel/UCY7biaci2s86YoL2gYfhU4Q,صالون السكري Sokkari Salon
UCYA1VjSKXgNVh03wjw_HSRA,http://www.youtube.com/channel/UCYA1VjSKXgNVh03wjw_HSRA,Dan Gelbart
UCYNbYGl89UUowy8oXkipC-Q,http://www.youtube.com/channel/UCYNbYGl89UUowy8oXkipC-Q,Dr. Becky
UCYO_jab_esuFRV4b17AJtAw,http://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,3Blue1Brown
UCYRJRdiTNVbdeN0f29MHHIg,http://www.youtube.com/channel/UCYRJRdiTNVbdeN0f29MHHIg,Freeaim VR Shoes
UCYbK_tjZ2OrIZFBvU6CCMiA,http://www.youtube.com/channel/UCYbK_tjZ2OrIZFBvU6CCMiA,Brackeys
UCYbru-MPO1xjes4FVn61JUQ,http://www.youtube.com/channel/UCYbru-MPO1xjes4FVn61JUQ,Shawn Woods (Mousetrap Monday)
UCYeF244yNGuFefuFKqxIAXw,http://www.youtube.com/channel/UCYeF244yNGuFefuFKqxIAXw,The Royal Institution
UCYlNDY_Lk7ox-el2uBeKWkA,http://www.youtube.com/channel/UCYlNDY_Lk7ox-el2uBeKWkA,Carla Chamoun
UCZ4oRX0e157gHeJHp0XOULA,http://www.youtube.com/channel/UCZ4oRX0e157gHeJHp0XOULA,Undefined Behavior
UCZ57VW_m_r8mE977nI9g8Iw,http://www.youtube.com/channel/UCZ57VW_m_r8mE977nI9g8Iw,British Red Cross
UCZC9LGZLfyjrKT4OZne-JNw,http://www.youtube.com/channel/UCZC9LGZLfyjrKT4OZne-JNw,oxtoolco
UCZFipeZtQM5CKUjx6grh54g,http://www.youtube.com/channel/UCZFipeZtQM5CKUjx6grh54g,Isaac Arthur
UCZHmQk67mSJgfCCTn7xBfew,http://www.youtube.com/channel/UCZHmQk67mSJgfCCTn7xBfew,Yannic Kilcher
UCZS4lGPG6JJs1NdtiHXsABw,http://www.youtube.com/channel/UCZS4lGPG6JJs1NdtiHXsABw,Poppy Goats Homestead
UCZUlf2TKB8vATuo5-s1N-5Q,http://www.youtube.com/channel/UCZUlf2TKB8vATuo5-s1N-5Q,Curious Elephant
UCZYTClx2T1of7BRZ86-8fow,http://www.youtube.com/channel/UCZYTClx2T1of7BRZ86-8fow,SciShow
UCZaT_X_mc0BI-djXOlfhqWQ,http://www.youtube.com/channel/UCZaT_X_mc0BI-djXOlfhqWQ,VICE News
UCZuvK-ib13-f-DHuDr_4PyA,http://www.youtube.com/channel/UCZuvK-ib13-f-DHuDr_4PyA,Andeel
UCZzqG2zfeRKMoJwDwk1FTvQ,http://www.youtube.com/channel/UCZzqG2zfeRKMoJwDwk1FTvQ,History with Cy
UC_SLthyNX_ivd-dmsFgmJVg,http://www.youtube.com/channel/UC_SLthyNX_ivd-dmsFgmJVg,Jeremy Fielding
UC_mYaQAE6-71rjSN6CeCA-g,http://www.youtube.com/channel/UC_mYaQAE6-71rjSN6CeCA-g,NeetCode
UC_x5XG1OV2P6uZZ5FSM9Ttw,http://www.youtube.com/channel/UC_x5XG1OV2P6uZZ5FSM9Ttw,Google for Developers
UCa3rjIHi-3LjmfiEdw4GQgQ,http://www.youtube.com/channel/UCa3rjIHi-3LjmfiEdw4GQgQ,Discovering Skills 
UCaV64-91nLEW58gYZAuKtAw,http://www.youtube.com/channel/UCaV64-91nLEW58gYZAuKtAw,Sevis World
UCaWes1eWQ9TbzA695gl_PtA,http://www.youtube.com/channel/UCaWes1eWQ9TbzA695gl_PtA,Will it Scale
UCafxR2HWJRmMfSdyZXvZMTw,http://www.youtube.com/channel/UCafxR2HWJRmMfSdyZXvZMTw,LOOK MUM NO COMPUTER
UCaiL2GDNpLYH6Wokkk1VNcg,http://www.youtube.com/channel/UCaiL2GDNpLYH6Wokkk1VNcg,mCoding
UCam8VtqRmUKCD-HWZgHtMEg,http://www.youtube.com/channel/UCam8VtqRmUKCD-HWZgHtMEg,Robyn Adele Anderson
UCawZsQWqfGSbCI5yjkdVkTA,http://www.youtube.com/channel/UCawZsQWqfGSbCI5yjkdVkTA,Matthew Berman
UCb-mXwDehQf0pEgS0rlGJ9w,http://www.youtube.com/channel/UCb-mXwDehQf0pEgS0rlGJ9w,Hornet King
UCb0MyY46T9ZYOzDHkYnIoXg,http://www.youtube.com/channel/UCb0MyY46T9ZYOzDHkYnIoXg,Plainly Difficult
UCb2GCoLSBXjmI_Qj1vk-44g,http://www.youtube.com/channel/UCb2GCoLSBXjmI_Qj1vk-44g,Amoeba Sisters
UCbfYPyITQ-7l4upoX8nvctg,http://www.youtube.com/channel/UCbfYPyITQ-7l4upoX8nvctg,Two Minute Papers
UCbiGcwDWZjz05njNPrJU7jA,http://www.youtube.com/channel/UCbiGcwDWZjz05njNPrJU7jA,ExplainingComputers
UCbsfyGlrjrKQC0gbzK0-EiA,http://www.youtube.com/channel/UCbsfyGlrjrKQC0gbzK0-EiA,Jared Owen
UCbyjYRUS9gADwAGuUxcfVcA,http://www.youtube.com/channel/UCbyjYRUS9gADwAGuUxcfVcA,Sip and Feast
UCcKAPl6FcfQEWxXa1r70_AA,http://www.youtube.com/channel/UCcKAPl6FcfQEWxXa1r70_AA,HANA
UCcMDMoNu66_1Hwi5-MeiQgw,http://www.youtube.com/channel/UCcMDMoNu66_1Hwi5-MeiQgw,Hydraulic Press Channel
UCcXhhVwCT6_WqjkEniejRJQ,http://www.youtube.com/channel/UCcXhhVwCT6_WqjkEniejRJQ,Wintergatan
UCc_x1kp5CJwGwxIeCa0uCkQ,http://www.youtube.com/channel/UCc_x1kp5CJwGwxIeCa0uCkQ,Moataz AbdAlFattah
UCcgqJ1blFKqbC2bWGY4Opmg,http://www.youtube.com/channel/UCcgqJ1blFKqbC2bWGY4Opmg,Skyentific
UCckETVOT59aYw80B36aP9vw,http://www.youtube.com/channel/UCckETVOT59aYw80B36aP9vw,MatthiasWandel
UCct9aR7HC79Cv2g-9oDOTLw,http://www.youtube.com/channel/UCct9aR7HC79Cv2g-9oDOTLw,ReligionForBreakfast
UCcvatGFnbYUCgXRapk1dMvw,http://www.youtube.com/channel/UCcvatGFnbYUCgXRapk1dMvw,Chandra X-ray Observatory
UCcvczmsieHPRsrpc3v7GUmg,http://www.youtube.com/channel/UCcvczmsieHPRsrpc3v7GUmg,Casual Scholar
UCd1IBTCIvQdKOQmB-_AUqGw,http://www.youtube.com/channel/UCd1IBTCIvQdKOQmB-_AUqGw,Mom of Sam
UCd2EwnSh9nrNBZmG8B8pWaA,http://www.youtube.com/channel/UCd2EwnSh9nrNBZmG8B8pWaA,SpaceX Pink
UCd8v3SbzGP9_wuSOr_xk_eA,http://www.youtube.com/channel/UCd8v3SbzGP9_wuSOr_xk_eA,Thomas Johnson Antique Furniture Restoration
UCdHC62kngffvzsuHofvqCBg,http://www.youtube.com/channel/UCdHC62kngffvzsuHofvqCBg,TekMinded - Python Recipes
UCdJ9oJ2GUF8Vmb-G63ldGWg,http://www.youtube.com/channel/UCdJ9oJ2GUF8Vmb-G63ldGWg,Reactions
UCdMaCWu6jL1RxRppDocImOQ,http://www.youtube.com/channel/UCdMaCWu6jL1RxRppDocImOQ,Chemdelic
UCdOJGlZhovub62fLUY6-IYg,http://www.youtube.com/channel/UCdOJGlZhovub62fLUY6-IYg,Tuuletar Vocal Folk Hop
UCdVEyUppnjxPHbQ5SAMTg9A,http://www.youtube.com/channel/UCdVEyUppnjxPHbQ5SAMTg9A,Khaled Fahmy خالد فهمي
UCdXorgCT87YlFRN9n8oJ7_A,http://www.youtube.com/channel/UCdXorgCT87YlFRN9n8oJ7_A,ServiceNow Dev Program
UCddiUEpeqJcYeBxX1IVBKvQ,http://www.youtube.com/channel/UCddiUEpeqJcYeBxX1IVBKvQ,The Verge
UCdngmbVKX1Tgre699-XLlUA,http://www.youtube.com/channel/UCdngmbVKX1Tgre699-XLlUA,TechWorld with Nana
UCdp4_l1vPmpN-gDbUwhaRUQ,http://www.youtube.com/channel/UCdp4_l1vPmpN-gDbUwhaRUQ,Branch Education
UCdxTCCRnQgfi2vr2fZupYIQ,http://www.youtube.com/channel/UCdxTCCRnQgfi2vr2fZupYIQ,Carl Bugeja
UCe0IyK4ntgdPTTjsxjvyHPg,http://www.youtube.com/channel/UCe0IyK4ntgdPTTjsxjvyHPg,NYC CNC
UCeKpbMimEGgLM_0tnghfoVw,http://www.youtube.com/channel/UCeKpbMimEGgLM_0tnghfoVw,Clough42
UCezOhPRojzE_Du7XQodCKxQ,http://www.youtube.com/channel/UCezOhPRojzE_Du7XQodCKxQ,Ziroth
UCf0O2efB4K66UUaT7QJPVNA,http://www.youtube.com/channel/UCf0O2efB4K66UUaT7QJPVNA,Al Muqaddimah
UCf98WFQLzORUfCinbycwXXQ,http://www.youtube.com/channel/UCf98WFQLzORUfCinbycwXXQ,Play with Junk
UCfIqCzQJXvYj9ssCoHq327g,http://www.youtube.com/channel/UCfIqCzQJXvYj9ssCoHq327g,How To Make Everything
UCfNQkKS2AkN_BX36MdvY70Q,http://www.youtube.com/channel/UCfNQkKS2AkN_BX36MdvY70Q,bigstackD Casting
UCfVFSjHQ57zyxajhhRc7i0g,http://www.youtube.com/channel/UCfVFSjHQ57zyxajhhRc7i0g,GameHut
UCfYfK0tzHZTpNFrc_NDKfTA,http://www.youtube.com/channel/UCfYfK0tzHZTpNFrc_NDKfTA,Paul McWhorter
UCfq9IoUJBIKORP6Q0Zp4dIg,http://www.youtube.com/channel/UCfq9IoUJBIKORP6Q0Zp4dIg,Gateway Spaceport LLC
UCfsznjef2zGJnrCRQBXqo6Q,http://www.youtube.com/channel/UCfsznjef2zGJnrCRQBXqo6Q,Machine Thinking
UCftwRNsjfRo08xYE31tkiyw,http://www.youtube.com/channel/UCftwRNsjfRo08xYE31tkiyw,WIRED
UCfzlCWGWYyIQ0aLC5w48gBQ,http://www.youtube.com/channel/UCfzlCWGWYyIQ0aLC5w48gBQ,sentdex
UCgBqAFriBrftRkj304eiiVw,http://www.youtube.com/channel/UCgBqAFriBrftRkj304eiiVw,Charlie Garcia
UCgNg3vwj3xt7QOrcIDaHdFg,http://www.youtube.com/channel/UCgNg3vwj3xt7QOrcIDaHdFg,PolyMatter
UCgRBRE1DUP2w7HTH9j_L4OQ,http://www.youtube.com/channel/UCgRBRE1DUP2w7HTH9j_L4OQ,Medlife Crisis
UCgYvqPuBRBL4PAQGts3HFxQ,http://www.youtube.com/channel/UCgYvqPuBRBL4PAQGts3HFxQ,Modern Goldsmith
UCgZDy4S7286fKAjFIKv63oA,http://www.youtube.com/channel/UCgZDy4S7286fKAjFIKv63oA,المبادرة المصرية للحقوق الشخصية
UCh-0T48JrvvmKDX41aWB_Vg,http://www.youtube.com/channel/UCh-0T48JrvvmKDX41aWB_Vg,Epicenter Podcast
UCh2dnrLCNHDS2IV9I2R58Pw,http://www.youtube.com/channel/UCh2dnrLCNHDS2IV9I2R58Pw,Hazegrayart
UCh3jrub_0od3EFoUtiIG4jQ,http://www.youtube.com/channel/UCh3jrub_0od3EFoUtiIG4jQ,Cosmic Perspective
UChWv6Pn_zP0rI6lgGt3MyfA,http://www.youtube.com/channel/UChWv6Pn_zP0rI6lgGt3MyfA,AvE
UChZKjHhCFQG0STnhSZ9CWcg,http://www.youtube.com/channel/UChZKjHhCFQG0STnhSZ9CWcg,قَوْلُ غَيْرِ فَصْلٍ 
UChml8VofxOsIKliDtZnxnPw,http://www.youtube.com/channel/UChml8VofxOsIKliDtZnxnPw,مهدي الشافعي لفنون الميكانيكا
UChtY6O8Ahw2cz05PS2GhUbg,http://www.youtube.com/channel/UChtY6O8Ahw2cz05PS2GhUbg,Make:
UChugFTK0KyrES9terTid8vA,http://www.youtube.com/channel/UChugFTK0KyrES9terTid8vA,Stanford HAI
UCi1OKw1BM0Ny4nePaXyE7fg,http://www.youtube.com/channel/UCi1OKw1BM0Ny4nePaXyE7fg,CarterCutlery
UCiEk4xHBbz0hZNIBBpowdYQ,http://www.youtube.com/channel/UCiEk4xHBbz0hZNIBBpowdYQ,jimmydiresta
UCiYwENpLDO4gyB4dBrMYrjQ,http://www.youtube.com/channel/UCiYwENpLDO4gyB4dBrMYrjQ,History of Westeros
UCiczXOhGpvoQGhOL16EZiTg,http://www.youtube.com/channel/UCiczXOhGpvoQGhOL16EZiTg,CNC Kitchen
UCie09bMB6ITYmpU3z6vv2tw,http://www.youtube.com/channel/UCie09bMB6ITYmpU3z6vv2tw,Communication Coach Alexander Lyon
UCiefLm_nIz_gOH7XHbgpdCQ,http://www.youtube.com/channel/UCiefLm_nIz_gOH7XHbgpdCQ,BrainStuff - HowStuffWorks
UCin1zgxV35QNoVhxT4ChV7A,http://www.youtube.com/channel/UCin1zgxV35QNoVhxT4ChV7A,Mahmoud Rasmi
UCiqCdyT8eKRVOLvUeBCZ8cg,http://www.youtube.com/channel/UCiqCdyT8eKRVOLvUeBCZ8cg,Voices of Ancient Egypt
UCiub-x47pQFc8VjF6KgjNXg,http://www.youtube.com/channel/UCiub-x47pQFc8VjF6KgjNXg,미스터 프로세스 Mr.Process 
UCivA7_KLKWo43tFcCkFvydw,http://www.youtube.com/channel/UCivA7_KLKWo43tFcCkFvydw,Applied Science
UCiygJF7wFHDeWGVvXkztUSA,http://www.youtube.com/channel/UCiygJF7wFHDeWGVvXkztUSA,Cylo's Garage
UCj--iMtToRO_cGG_fpmP5XQ,http://www.youtube.com/channel/UCj--iMtToRO_cGG_fpmP5XQ,Munro Live
