Live Chat ID,Channel ID,Live Chat Create Timestamp,Price,Video ID,Live Chat Text
UgwX-uhwz23pjBtUGqN4AaABDqgBpsqhgwI,UCHdBtml5j5ZZ7HwjScM74dg,2023-10-29T18:25:33.912222+00:00,0,FtVAJMZ14ds,"{""text"":""apparently working for some and not others, I'm in you tube it's fine""}"





