Channel ID,Channel Auto Moderation in Live Chat,Video Default Allowed Comments Type,Video Default Targeted Audience,Video Default License,Video Default Location Latitude,Video Default Location Longitude
UCHdBtml5j5ZZ7HwjScM74dg,false,Not set,Not set,Not set,0,0





